5.100000000000000089e-01,1.234674250258531600e+02
5.200000000000000178e-01,9.994381720430106952e+01
5.300000000000000266e-01,9.417446471054718415e+01
5.400000000000000355e-01,8.566232326032714184e+01
5.500000000000000444e-01,7.959544317866074437e+01
5.600000000000000533e-01,9.318434976329713493e+01
5.700000000000000622e-01,7.361485714285714721e+01
5.800000000000000711e-01,7.643623970462937223e+01
5.900000000000000799e-01,5.347790556900726244e+01
6.000000000000000888e-01,6.520926090828139365e+01
6.100000000000000977e-01,3.761080752884031853e+01
6.200000000000001066e-01,2.129319706164164927e+01
6.300000000000001155e-01,5.489361702127659726e+01
6.400000000000001243e-01,3.285305466237942085e+01
6.500000000000001332e-01,2.921015649952092019e+01
6.600000000000001421e-01,3.959292896529354522e+01
6.700000000000001510e-01,1.197166268350973084e+01
6.800000000000001599e-01,2.354888739042481305e+01
6.900000000000001688e-01,4.190203789774758825e+00
7.000000000000001776e-01,6.737596086652690275e+00
7.100000000000001865e-01,7.087155963302752326e+00
7.200000000000001954e-01,7.475145697634555830e+00
7.300000000000002043e-01,4.123999999999999666e+00
7.400000000000002132e-01,5.735131141485038775e+00
7.500000000000002220e-01,2.401722201422688219e+00
7.600000000000002309e-01,4.165553080920564533e+00
7.700000000000002398e-01,2.619869581894898491e+00
7.800000000000002487e-01,1.681323114158935095e+00
7.900000000000002576e-01,2.467761313576291471e+00
8.000000000000002665e-01,1.703584373741441782e+00
8.100000000000002753e-01,1.632160392798690740e+00
8.200000000000002842e-01,2.329006085192697917e+00
8.300000000000002931e-01,1.891235059760956183e+00
8.400000000000003020e-01,1.056236786469344713e+00
8.500000000000003109e-01,1.283639470311832564e+00
8.600000000000003197e-01,1.508026030368763593e+00
8.700000000000003286e-01,1.027362120564343728e+00
8.800000000000003375e-01,1.244298245614035014e+00
8.900000000000003464e-01,7.532409476978095819e-01
9.000000000000003553e-01,9.413919413919413781e-01
9.100000000000003642e-01,9.466192170818504836e-01
9.200000000000003730e-01,1.033516988062442632e+00
9.300000000000003819e-01,8.114715561824165091e-01
9.400000000000003908e-01,8.646833013435700765e-01
9.500000000000003997e-01,7.573632538569424755e-01
9.600000000000004086e-01,5.976447497546614196e-01
9.700000000000004174e-01,7.789275634995296294e-01
9.800000000000004263e-01,7.598253275109170257e-01
9.900000000000004352e-01,5.835040983606557541e-01
1.000000000000000444e+00,4.977667493796525955e-01
1.010000000000000453e+00,7.447018235584031975e-01
1.020000000000000462e+00,7.362146050670640429e-01
1.030000000000000471e+00,5.324074074074074403e-01
1.040000000000000480e+00,6.819351518270715395e-01
1.050000000000000488e+00,6.635170603674540590e-01
1.060000000000000497e+00,4.146341463414633943e-01
1.070000000000000506e+00,4.598214285714285476e-01
1.080000000000000515e+00,3.861003861003861060e-01
1.090000000000000524e+00,4.880694143167028098e-01
1.100000000000000533e+00,3.678414096916299836e-01
1.110000000000000542e+00,4.590984974958263742e-01
1.120000000000000551e+00,4.288951841359773254e-01
1.130000000000000560e+00,4.283266704740148478e-01
1.140000000000000568e+00,3.904428904428904334e-01
1.150000000000000577e+00,3.431667670078266119e-01
1.160000000000000586e+00,3.451380552220888465e-01
1.170000000000000595e+00,3.068181818181818232e-01
1.180000000000000604e+00,3.309982486865148954e-01
1.190000000000000613e+00,4.419024683925346086e-01
1.200000000000000622e+00,3.690260133091349259e-01
1.210000000000000631e+00,3.849275362318840821e-01
1.220000000000000639e+00,3.227771010962240950e-01
1.230000000000000648e+00,3.200723327305605714e-01
1.240000000000000657e+00,2.925170068027210801e-01
1.250000000000000666e+00,2.464396284829721284e-01
1.260000000000000675e+00,3.435352904434728072e-01
1.270000000000000684e+00,3.202282815472415889e-01
1.280000000000000693e+00,2.650834403080872814e-01
1.290000000000000702e+00,3.023551877784850239e-01
1.300000000000000711e+00,3.088330109606705620e-01
