7.600000000000000089e-01,9.272727272727272485e-01,9.272727272727272485e-01
7.700000000000000178e-01,9.272727272727272485e-01,9.272727272727272485e-01
7.800000000000000266e-01,9.272727272727272485e-01,9.272727272727272485e-01
7.900000000000000355e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.000000000000000444e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.100000000000000533e-01,9.272727272727272485e-01,9.090909090909090606e-01
8.200000000000000622e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.300000000000000711e-01,9.090909090909090606e-01,9.272727272727272485e-01
8.400000000000000799e-01,8.727272727272726849e-01,9.272727272727272485e-01
8.500000000000000888e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.600000000000000977e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.700000000000001066e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.800000000000001155e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.900000000000001243e-01,9.090909090909090606e-01,9.272727272727272485e-01
9.000000000000001332e-01,9.090909090909090606e-01,8.909090909090909838e-01
9.100000000000001421e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.200000000000001510e-01,9.090909090909090606e-01,9.090909090909090606e-01
9.300000000000001599e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.400000000000001688e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.500000000000001776e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.600000000000001865e-01,8.909090909090909838e-01,8.909090909090909838e-01
9.700000000000001954e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.800000000000002043e-01,8.727272727272726849e-01,8.363636363636364202e-01
9.900000000000002132e-01,9.272727272727272485e-01,9.272727272727272485e-01
1.000000000000000222e+00,8.909090909090909838e-01,9.090909090909090606e-01
1.010000000000000231e+00,9.272727272727272485e-01,8.909090909090909838e-01
1.020000000000000240e+00,8.727272727272726849e-01,8.545454545454546080e-01
1.030000000000000249e+00,8.000000000000000444e-01,8.545454545454546080e-01
1.040000000000000258e+00,9.090909090909090606e-01,8.181818181818182323e-01
1.050000000000000266e+00,9.272727272727272485e-01,9.090909090909090606e-01
1.060000000000000275e+00,8.363636363636363091e-01,8.545454545454543860e-01
1.070000000000000284e+00,8.909090909090909838e-01,8.909090909090909838e-01
1.080000000000000293e+00,8.181818181818182323e-01,8.000000000000000444e-01
1.090000000000000302e+00,8.545454545454543860e-01,9.272727272727272485e-01
1.100000000000000311e+00,7.636363636363635576e-01,8.363636363636363091e-01
1.110000000000000320e+00,8.000000000000000444e-01,8.545454545454546080e-01
1.120000000000000329e+00,7.636363636363636687e-01,8.727272727272729069e-01
1.130000000000000338e+00,6.545454545454545414e-01,6.909090909090909172e-01
1.140000000000000346e+00,7.454545454545453698e-01,6.363636363636363535e-01
1.150000000000000355e+00,7.818181818181817455e-01,7.818181818181817455e-01
1.160000000000000364e+00,7.454545454545453698e-01,6.909090909090909172e-01
1.170000000000000373e+00,8.909090909090909838e-01,8.909090909090909838e-01
1.180000000000000382e+00,6.909090909090909172e-01,6.545454545454544304e-01
1.190000000000000391e+00,8.727272727272726849e-01,9.272727272727272485e-01
1.200000000000000400e+00,7.090909090909089940e-01,7.454545454545453698e-01
1.210000000000000409e+00,7.999999999999999334e-01,7.454545454545453698e-01
1.220000000000000417e+00,8.545454545454546080e-01,8.545454545454546080e-01
1.230000000000000426e+00,6.545454545454545414e-01,6.181818181818181657e-01
1.240000000000000435e+00,8.545454545454543860e-01,8.181818181818182323e-01
1.250000000000000444e+00,7.272727272727272929e-01,7.454545454545455918e-01
1.260000000000000453e+00,6.727272727272727293e-01,6.909090909090909172e-01
1.270000000000000462e+00,7.636363636363636687e-01,5.818181818181817899e-01
1.280000000000000471e+00,6.181818181818180546e-01,7.818181818181817455e-01
1.290000000000000480e+00,7.090909090909089940e-01,5.818181818181817899e-01
1.300000000000000488e+00,8.363636363636363091e-01,6.727272727272727293e-01
1.310000000000000497e+00,5.818181818181817899e-01,6.181818181818181657e-01
1.320000000000000506e+00,5.999999999999999778e-01,5.818181818181819009e-01
1.330000000000000515e+00,8.363636363636363091e-01,7.272727272727272929e-01
1.340000000000000524e+00,7.636363636363635576e-01,5.818181818181817899e-01
1.350000000000000533e+00,6.909090909090909172e-01,7.272727272727272929e-01
1.360000000000000542e+00,7.454545454545455918e-01,5.999999999999999778e-01
1.370000000000000551e+00,7.090909090909091050e-01,6.727272727272727293e-01
1.380000000000000560e+00,6.181818181818181657e-01,6.545454545454544304e-01
1.390000000000000568e+00,6.727272727272727293e-01,6.363636363636363535e-01
1.400000000000000577e+00,5.636363636363636020e-01,5.818181818181817899e-01
1.410000000000000586e+00,5.636363636363636020e-01,5.636363636363637131e-01
1.420000000000000595e+00,6.545454545454545414e-01,5.454545454545454142e-01
1.430000000000000604e+00,6.727272727272727293e-01,5.272727272727273373e-01
1.440000000000000613e+00,5.090909090909092605e-01,6.545454545454545414e-01
1.450000000000000622e+00,5.818181818181817899e-01,6.181818181818182767e-01
1.460000000000000631e+00,7.454545454545455918e-01,6.727272727272727293e-01
1.470000000000000639e+00,6.181818181818181657e-01,7.090909090909089940e-01
1.480000000000000648e+00,6.727272727272727293e-01,5.818181818181816789e-01
1.490000000000000657e+00,6.000000000000000888e-01,6.545454545454545414e-01
1.500000000000000666e+00,6.545454545454545414e-01,6.909090909090909172e-01
1.510000000000000675e+00,5.999999999999999778e-01,5.090909090909091494e-01
1.520000000000000684e+00,7.272727272727272929e-01,5.636363636363636020e-01
1.530000000000000693e+00,6.181818181818180546e-01,7.454545454545453698e-01
1.540000000000000702e+00,6.181818181818181657e-01,6.545454545454545414e-01
1.550000000000000711e+00,4.363636363636362869e-01,5.090909090909091494e-01
