8.000000000000000444e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.100000000000000533e-01,9.272727272727272485e-01,9.272727272727272485e-01
8.300000000000000711e-01,9.272727272727272485e-01,9.090909090909090606e-01
8.600000000000000977e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.000000000000001332e-01,9.272727272727272485e-01,9.272727272727272485e-01
9.500000000000001776e-01,9.090909090909090606e-01,8.909090909090909838e-01
1.010000000000000231e+00,8.909090909090909838e-01,7.818181818181817455e-01
1.080000000000000293e+00,7.818181818181817455e-01,8.545454545454543860e-01
1.160000000000000364e+00,5.999999999999999778e-01,7.090909090909091050e-01
1.250000000000000444e+00,7.272727272727272929e-01,8.363636363636363091e-01
1.350000000000000533e+00,6.000000000000000888e-01,6.363636363636363535e-01
1.460000000000000631e+00,6.181818181818182767e-01,7.636363636363636687e-01
1.580000000000000515e+00,4.909090909090909616e-01,7.272727272727271819e-01
1.710000000000000409e+00,5.272727272727272263e-01,5.636363636363636020e-01
1.850000000000000533e+00,5.636363636363636020e-01,4.909090909090909616e-01
2.000000000000000444e+00,4.727272727272727182e-01,5.636363636363636020e-01
2.160000000000000586e+00,4.545454545454545303e-01,4.000000000000000222e-01
2.330000000000000515e+00,5.999999999999999778e-01,2.909090909090909505e-01
2.510000000000000675e+00,4.181818181818183211e-01,2.909090909090910060e-01
2.700000000000000622e+00,2.363636363636364146e-01,3.090909090909090828e-01
2.900000000000000799e+00,2.181818181818181712e-01,2.363636363636363591e-01
3.110000000000000764e+00,2.181818181818181712e-01,3.272727272727273262e-01
3.330000000000000959e+00,2.727272727272727071e-01,2.545454545454545747e-01
3.560000000000000941e+00,2.727272727272727626e-01,3.090909090909090828e-01
3.800000000000000711e+00,2.909090909090909505e-01,2.727272727272727071e-01
4.050000000000000711e+00,2.909090909090909505e-01,2.545454545454545192e-01
4.310000000000000497e+00,2.181818181818181712e-01,1.999999999999999833e-01
4.580000000000000071e+00,1.818181818181817955e-01,2.545454545454545192e-01
4.860000000000000320e+00,1.272727272727272596e-01,3.636363636363637020e-01
5.150000000000000355e+00,1.818181818181818232e-01,2.363636363636363313e-01
5.450000000000000178e+00,1.818181818181817955e-01,1.090909090909091134e-01
5.759999999999999787e+00,2.181818181818181712e-01,1.272727272727272596e-01
6.080000000000000071e+00,9.090909090909091161e-02,1.636363636363636354e-01
6.410000000000000142e+00,1.636363636363636354e-01,1.272727272727272596e-01
6.750000000000000000e+00,1.454545454545454752e-01,2.363636363636363591e-01
7.099999999999999645e+00,1.636363636363636076e-01,7.272727272727273762e-02
7.459999999999999964e+00,1.090909090909090856e-01,1.454545454545454475e-01
7.830000000000000071e+00,9.090909090909091161e-02,1.272727272727272596e-01
8.210000000000000853e+00,1.454545454545454752e-01,7.272727272727273762e-02
8.600000000000001421e+00,1.636363636363636076e-01,1.636363636363636354e-01
9.000000000000001776e+00,2.363636363636363591e-01,3.636363636363636881e-02
9.410000000000001918e+00,1.818181818181818232e-01,1.454545454545454752e-01
9.830000000000001847e+00,5.454545454545455668e-02,3.636363636363636881e-02
1.026000000000000156e+01,7.272727272727273762e-02,2.181818181818181712e-01
1.070000000000000107e+01,9.090909090909091161e-02,1.090909090909090856e-01
1.115000000000000036e+01,1.272727272727272874e-01,1.818181818181817955e-01
1.161000000000000121e+01,7.272727272727273762e-02,9.090909090909091161e-02
1.208000000000000185e+01,9.090909090909091161e-02,7.272727272727273762e-02
1.256000000000000227e+01,1.272727272727272596e-01,1.090909090909090856e-01
1.305000000000000249e+01,7.272727272727273762e-02,9.090909090909091161e-02
1.355000000000000249e+01,7.272727272727273762e-02,5.454545454545455668e-02
1.406000000000000227e+01,1.818181818181818440e-02,1.818181818181818440e-02
1.458000000000000185e+01,7.272727272727273762e-02,1.090909090909090856e-01
1.511000000000000121e+01,1.090909090909091134e-01,5.454545454545455668e-02
1.565000000000000213e+01,7.272727272727273762e-02,1.090909090909090856e-01
1.620000000000000284e+01,1.636363636363636631e-01,9.090909090909091161e-02
1.676000000000000156e+01,3.636363636363636881e-02,7.272727272727273762e-02
1.733000000000000185e+01,5.454545454545455668e-02,7.272727272727273762e-02
1.791000000000000014e+01,1.818181818181818440e-02,5.454545454545455668e-02
1.850000000000000000e+01,1.090909090909090856e-01,9.090909090909091161e-02
1.910000000000000142e+01,9.090909090909091161e-02,3.636363636363636881e-02
1.971000000000000085e+01,1.818181818181818440e-02,7.272727272727273762e-02
2.033000000000000185e+01,7.272727272727273762e-02,7.272727272727273762e-02
2.096000000000000085e+01,9.090909090909091161e-02,5.454545454545455668e-02
2.160000000000000142e+01,3.636363636363636881e-02,3.636363636363636881e-02
2.225000000000000000e+01,5.454545454545455668e-02,7.272727272727273762e-02
2.291000000000000014e+01,1.818181818181818440e-02,9.090909090909091161e-02
2.358000000000000185e+01,5.454545454545455668e-02,5.454545454545455668e-02
2.426000000000000156e+01,1.090909090909090856e-01,7.272727272727273762e-02
2.495000000000000284e+01,5.454545454545455668e-02,9.090909090909091161e-02
2.565000000000000213e+01,3.636363636363636881e-02,5.454545454545455668e-02
2.636000000000000298e+01,7.272727272727273762e-02,1.818181818181818440e-02
2.708000000000000185e+01,5.454545454545455668e-02,7.272727272727273762e-02
2.781000000000000227e+01,1.818181818181818440e-02,7.272727272727273762e-02
2.855000000000000071e+01,9.090909090909091161e-02,7.272727272727273762e-02
2.930000000000000071e+01,5.454545454545455668e-02,1.818181818181818440e-02
3.006000000000000227e+01,7.272727272727273762e-02,7.272727272727273762e-02
3.083000000000000185e+01,7.272727272727273762e-02,5.454545454545455668e-02
3.161000000000000298e+01,5.454545454545455668e-02,5.454545454545455668e-02
3.240000000000000568e+01,5.454545454545455668e-02,3.636363636363636881e-02
