9.990009990009990001e-04,1.298701298701298787e-02,3.096903096903096814e-02,5.494505494505494414e-02,1.118881118881118880e-01,1.498501498501498552e-01,1.728271728271728314e-01,1.848151848151848020e-01,1.488511488511488623e-01,1.318681318681318715e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.191808191808191975e-02,2.187812187812187836e-01,2.537462537462537582e-01,2.547452547452547233e-01,1.908091908091908151e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.995004995004995001e-03,4.995004995004995001e-03,2.197802197802197974e-02,5.694305694305694387e-02,1.298701298701298579e-01,1.628371628371628466e-01,1.698301698301698248e-01,1.618381618381618259e-01,1.678321678321678390e-01,1.188811188811188801e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.997002997002997000e-03,3.996003996003996001e-02,9.290709290709291135e-02,1.178821178821178872e-01,1.528471528471528340e-01,2.307692307692307820e-01,2.177822177822177907e-01,1.448551448551448628e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.997002997002997000e-03,5.894105894105894361e-02,3.036963036963036822e-01,6.343656343656343122e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.990009990009990001e-03,2.597402597402597574e-02,7.392607392607392081e-02,9.890109890109889668e-02,1.798201798201798096e-01,2.007992007992007999e-01,2.227772227772227831e-01,1.878121878121878086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.990009990009990001e-04,5.494505494505494414e-02,1.228771228771228796e-01,1.638361638361638395e-01,1.688311688311688319e-01,1.668331668331668460e-01,1.248751248751248794e-01,1.198801198801198870e-01,7.692307692307692735e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.098901098901098987e-02,2.097902097902097987e-02,5.194805194805195148e-02,1.088911088911088954e-01,1.248751248751248794e-01,1.288711288711288649e-01,1.498501498501498552e-01,1.658341658341658253e-01,2.377622377622377603e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.997002997002997000e-03,2.297702297702297614e-02,3.696303696303696040e-02,8.691308691308691214e-02,1.338661338661338573e-01,1.538461538461538547e-01,1.518481518481518411e-01,1.298701298701298579e-01,1.268731268731268791e-01,8.291708291708291267e-02,7.092907092907092814e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.628371628371628466e-01,3.616383616383616606e-01,2.787212787212787202e-01,1.158841158841158875e-01,5.294705294705294440e-02,2.497502497502497587e-02,1.998001998001998000e-03,9.990009990009990001e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
