6.451612903225802942e-01,3.733492785363079491e-01,4.605074447750494571e-01,2.101413022680098386e-01
6.536502546689300086e-01,4.139098574185799406e-01,4.133286095698003315e-01,2.048400128908186013e-01
6.621392190152798340e-01,4.399381137277263432e-01,4.376247518311311979e-01,2.211787358792655644e-01
6.706281833616295485e-01,4.593999378616490104e-01,4.686452691731178843e-01,2.313781387088556518e-01
6.791171477079792629e-01,4.896050078891565072e-01,4.987503224035309546e-01,2.480900630866188783e-01
6.876061120543290883e-01,5.374260468022061810e-01,4.846161481170485064e-01,2.531034215871766913e-01
6.960950764006788027e-01,5.624081631069982601e-01,4.704819738305660581e-01,2.581167800877344765e-01
7.045840407470285172e-01,6.054315394821564444e-01,5.246278834969096971e-01,2.780371225047169048e-01
7.130730050933783426e-01,6.346571214285524620e-01,5.234387504582835859e-01,2.780918330496469637e-01
7.215619694397280570e-01,6.758816783416745633e-01,5.842248364754727419e-01,2.851261903486249083e-01
7.300509337860777714e-01,7.213684816434839941e-01,5.953505376781368374e-01,3.051107320538871681e-01
7.385398981324275969e-01,8.141965258158506691e-01,6.305888490753013276e-01,3.398639799321860888e-01
7.470288624787773113e-01,8.388132970688579881e-01,6.379044513250322623e-01,3.290250450136115168e-01
7.555178268251270257e-01,9.264934533707359643e-01,6.725226964891829473e-01,3.301036084868096410e-01
7.640067911714768512e-01,9.871468936603386979e-01,7.124722494540856044e-01,3.468576130024705884e-01
7.724957555178265656e-01,1.072595533516583766e+00,7.036216485740901527e-01,3.611544695354219625e-01
7.809847198641762800e-01,1.148196743122973373e+00,7.305278836328271685e-01,3.690274608696776926e-01
7.894736842105261054e-01,1.247198396882176485e+00,7.807078434657033217e-01,3.910094365729785415e-01
7.979626485568758198e-01,1.306349405350347270e+00,8.144675901809986795e-01,4.326640559883120352e-01
8.064516129032255343e-01,1.511030038450566382e+00,8.176726609475131191e-01,4.205014602689109982e-01
8.149405772495752487e-01,1.557500162769041241e+00,8.070128970073534580e-01,3.839181574385129858e-01
8.234295415959250741e-01,1.664368240222378281e+00,8.170822921612284073e-01,4.102928298729873746e-01
8.319185059422747885e-01,1.797547725875216829e+00,8.795589154813024946e-01,4.174523409148335751e-01
8.404074702886246140e-01,2.027367631323587549e+00,9.294384330067039235e-01,4.299374409594961532e-01
8.488964346349743284e-01,2.103053132214264487e+00,1.013564858398650737e+00,5.143575600501600897e-01
8.573853989813240428e-01,2.257646177528567666e+00,1.011356873416872970e+00,5.211162216467781771e-01
8.658743633276737572e-01,2.502559359691814311e+00,1.018295223443535402e+00,5.636855953573196576e-01
8.743633276740235827e-01,2.967777880739880469e+00,1.035034096825192540e+00,5.615768992752042665e-01
8.828522920203732971e-01,3.132802268091059439e+00,1.093306913456455476e+00,5.668839374070950843e-01
8.913412563667231225e-01,3.321295088331244649e+00,1.192279942858526010e+00,5.860839012898221290e-01
8.998302207130728370e-01,3.837456944703743655e+00,1.176236279384159200e+00,6.243987430796942295e-01
9.083191850594225514e-01,4.290783839542213762e+00,1.339678042562721938e+00,7.101809713700630855e-01
9.168081494057722658e-01,4.867394131459728435e+00,1.409343046557809620e+00,7.155054643838431039e-01
9.252971137521220912e-01,5.587566280182203471e+00,1.312136425458028777e+00,7.076264332668753543e-01
9.337860780984718057e-01,5.797679860044467226e+00,1.359684530278110870e+00,7.298893284036979123e-01
9.422750424448216311e-01,6.984132998830155259e+00,1.407232635098192741e+00,7.521522235405203594e-01
9.507640067911713455e-01,7.709790286163934248e+00,1.454780739918273502e+00,7.744151186773422513e-01
9.592529711375210599e-01,8.532654071174041732e+00,1.503869213381115566e+00,7.736061990727858273e-01
9.677419354838707743e-01,1.036214807355163359e+01,1.575340714493685068e+00,7.804450467871887342e-01
9.762308998302205998e-01,1.185134158127679349e+01,1.674353747816231142e+00,8.231913662075801552e-01
9.847198641765703142e-01,1.394395573156687185e+01,1.783426080813278247e+00,9.079549186379100023e-01
9.932088285229201396e-01,1.659474334339015655e+01,1.961409387838566110e+00,9.783531804230367612e-01
