0.000000000000000000e+00,4.990740740740000070e-01,1.122949735449999986e+00,1.277248677250000020e+00,1.367923280420000109e+00,1.413955026450000041e+00,1.126455026449999952e+00,2.777777777780000065e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.464285714289999984e-01,9.312830687830000453e-01
0.000000000000000000e+00,5.511904761910000339e-01,1.017261904760000002e+00,1.128422619049999964e+00,1.237648809520000004e+00,1.167559523810000055e+00,1.107886904759999958e+00,3.720238095240000192e-03,0.000000000000000000e+00,0.000000000000000000e+00,7.601190476189999545e-01,1.037500000000000089e+00
3.318452380949999947e-01,4.722619047619999733e-01,5.996428571430000298e-01,7.585119047620000332e-01,8.845238095240000042e-01,8.905952380949999636e-01,8.786309523809999744e-01,7.920238095239999776e-01,6.417261904759999913e-01,6.771428571430000432e-01,8.141071428570000323e-01,8.506547619050000009e-01
2.367346938769999964e-01,4.068877551019999816e-01,6.120748299320000196e-01,7.355442176869999571e-01,7.877551020409999660e-01,8.089285714289999873e-01,7.485544217690000002e-01,6.826530612250000241e-01,6.007653061230000535e-01,7.333333333339999704e-01,8.417517006810000257e-01,8.842687074830000160e-01
4.682539682540000081e-01,6.976190476189999545e-01,9.073412698410000532e-01,1.034920634919999971e+00,1.047023809519999960e+00,1.168452380950000036e+00,1.108134920629999964e+00,9.716269841260000151e-01,1.073809523810000055e+00,1.185912698409999910e+00,1.419642857139999936e+00,1.314285714289999962e+00
3.458333333329999815e-01,5.782738095239999820e-01,7.412946428569999746e-01,8.328124999999999556e-01,8.617559523810000011e-01,8.221726190479999863e-01,8.287946428569999968e-01,7.816964285709999682e-01,7.947172619050000275e-01,9.227678571430000254e-01,1.100669642860000019e+00,1.156398809519999960e+00
7.574404761910000228e-02,1.689732142860000119e-01,3.206845238100000106e-01,4.640624999999999889e-01,5.046874999999999556e-01,5.218749999999999778e-01,4.498511904759999736e-01,3.844494047620000132e-01,3.091517857139999825e-01,3.649553571429999810e-01,5.139136904759999958e-01,5.922619047620000243e-01
3.157738095240000264e-01,2.680059523810000011e-01,3.334077380950000169e-01,4.357142857140000047e-01,4.880952380949999947e-01,4.807291666669999963e-01,4.040922619050000275e-01,3.281250000000000000e-01,2.503720238089999772e-01,2.989583333329999815e-01,3.906250000000000000e-01,5.589285714289999873e-01
0.000000000000000000e+00,1.689880952380000134e-01,3.766071428569999768e-01,3.863690476189999834e-01,4.329761904760000002e-01,4.272023809520000270e-01,4.211309523810000122e-01,4.124999999999999778e-01,3.854761904760000135e-01,3.158928571430000276e-01,3.410714285709999793e-01,3.990476190480000129e-01
0.000000000000000000e+00,6.190476190469999807e-02,2.537414965990000271e-01,2.915816326530000224e-01,2.922619047619999799e-01,2.500000000000000000e-01,1.829931972790000139e-01,4.251700680269999912e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.583333333330000259e-02
4.484374999999999889e-01,6.811755952379999757e-01,7.425595238100000106e-01,7.462053571429999588e-01,7.303571428570000412e-01,7.480654761909999451e-01,8.400297619050000053e-01,8.411458333339999482e-01,7.377232142859999620e-01,7.498511904760000180e-01,8.679315476190000433e-01,9.677083333329999926e-01
1.873511904759999902e-01,3.656249999999999778e-01,4.941964285709999904e-01,7.258928571430000032e-01,6.941964285709999460e-01,5.915178571429999810e-01,5.855654761899999894e-01,6.492559523809999789e-01,7.391369047620000021e-01,8.159226190480000085e-01,1.063244047620000021e+00,1.116071428569999968e+00
1.294047619049999986e-01,2.047619047620000132e-01,3.311309523809999877e-01,4.285714285710000016e-01,4.935119047620000199e-01,4.204166666670000052e-01,3.863095238099999995e-01,2.889880952380000090e-01,2.357142857139999936e-01,2.063690476189999901e-01,2.821428571430000254e-01,3.114880952379999735e-01
4.821428571429999671e-02,8.148809523809999456e-02,1.213690476189999978e-01,1.436309523809999877e-01,1.620833333330000126e-01,1.665476190480000007e-01,1.517261904760000002e-01,1.245833333329999931e-01,1.208928571429999932e-01,1.630357142859999997e-01,2.206547619049999964e-01,2.029166666670000063e-01
3.236904761900000205e-01,4.820833333330000192e-01,5.154166666670000341e-01,5.929761904760000313e-01,5.691666666669999985e-01,6.671428571430000343e-01,6.968452380949999858e-01,6.835119047619999666e-01,5.825595238090000016e-01,5.611904761899999539e-01,6.291071428569999791e-01,6.707738095240000087e-01
2.561011904759999958e-01,3.483630952380000201e-01,4.034970238089999883e-01,4.015624999999999889e-01,3.345238095240000153e-01,3.250744047620000021e-01,3.250744047620000021e-01,3.189732142860000064e-01,2.154761904760000013e-01,1.838541666669999963e-01,2.898065476189999878e-01,3.946428571430000143e-01
5.744047619050000192e-02,1.821428571429999921e-01,4.172619047619999799e-01,6.095238095239999820e-01,7.211309523810000011e-01,8.333333333329999704e-01,7.193452380949999503e-01,6.211309523810000233e-01,5.053571428569999524e-01,5.383928571430000032e-01,6.818452380949999725e-01,8.214285714290000540e-01
1.398809523810000122e-01,1.908730158730000126e-01,3.472222222219999987e-01,5.472222222220000099e-01,5.551587301579999911e-01,4.690476190469999862e-01,4.333333333330000037e-01,3.577380952379999868e-01,2.712301587300000039e-01,2.797619047620000243e-01,3.442460317459999919e-01,4.890873015869999785e-01
2.812500000000000000e-01,4.392857142859999953e-01,5.051785714290000229e-01,5.467857142859999797e-01,5.055357142859999708e-01,4.360714285710000082e-01,4.445833333329999859e-01,4.273809523809999900e-01,3.136309523810000277e-01,2.642261904759999891e-01,3.155357142860000241e-01,4.166071428570000124e-01
1.685185185180000100e-01,3.708994708989999944e-01,5.622354497360000369e-01,5.392857142860000286e-01,5.734788359789999568e-01,6.367063492059999996e-01,6.448412698409999866e-01,6.136243386240000097e-01,4.824074074069999996e-01,4.694444444440000197e-01,4.962962962959999724e-01,6.132936507940000004e-01
1.341517857139999936e-01,2.387648809519999915e-01,3.542410714279999873e-01,5.415178571430000476e-01,5.898809523810000233e-01,6.095238095239999820e-01,5.980654761910000339e-01,5.520833333329999704e-01,4.683779761899999894e-01,3.962053571429999810e-01,3.515625000000000000e-01,3.180803571429999810e-01
1.614583333329999981e-01,2.145089285710000127e-01,2.898065476189999878e-01,3.525297619050000164e-01,4.355654761900000227e-01,4.813988095239999931e-01,4.627232142859999953e-01,4.322916666669999741e-01,3.408482142859999842e-01,2.323660714290000096e-01,1.815476190479999863e-01,1.422619047620000132e-01
5.452380952380000423e-01,7.355654761900000116e-01,8.430803571430000032e-01,8.436011904760000180e-01,9.095982142859999620e-01,9.313244047619999577e-01,9.299851190479999641e-01,8.142857142860000508e-01,5.802083333330000370e-01,4.570684523810000233e-01,4.584821428570000079e-01,5.044642857140000380e-01
1.693452380949999891e-01,2.437499999999999944e-01,3.581101190479999974e-01,4.840773809519999804e-01,5.525297619050000275e-01,5.534226190480000529e-01,5.261160714289999651e-01,4.349702380950000169e-01,4.758928571430000032e-01,4.437499999999999778e-01,4.484374999999999889e-01,4.305059523809999789e-01
1.465367965369999970e-01,2.867424242420000269e-01,3.729437229440000223e-01,4.744588744589999796e-01,5.386363636359999818e-01,4.754329004330000163e-01,4.349025974030000241e-01,4.193181818180000131e-01,4.022727272730000081e-01,5.065476190480000529e-01,6.416125541129999998e-01,6.785173160180000274e-01
2.366758241759999992e-01,3.277014652010000195e-01,4.011446886439999915e-01,4.630952380949999725e-01,5.167124542119999608e-01,4.750915750909999735e-01,4.745421245420000100e-01,4.613095238089999772e-01,4.059981684980000227e-01,3.953296703299999937e-01,5.080586080590000497e-01,6.183150183150000201e-01
3.206547619049999742e-01,4.994642857139999781e-01,6.394047619049999520e-01,7.503571428569999480e-01,8.504761904759999824e-01,6.630952380950000391e-01,6.901190476190000034e-01,6.450000000000000178e-01,5.916071428570000013e-01,6.837499999999999689e-01,8.271428571429999543e-01,9.102380952380000334e-01
3.789115646260000081e-01,4.978741496599999872e-01,6.096088435380000448e-01,6.132653061230000091e-01,7.283163265309999801e-01,7.215986394560000017e-01,5.809523809529999472e-01,5.522108843540000089e-01,5.009353741500000012e-01,5.038265306120000009e-01,7.101190476190000211e-01,8.254251700679999804e-01
1.918154761910000061e-01,3.759672619050000164e-01,6.424107142860000508e-01,7.663690476190000433e-01,7.641369047620000243e-01,6.694196428569999524e-01,6.868303571430000032e-01,7.579613095239999820e-01,6.943452380950000391e-01,7.110863095239999820e-01,7.698660714289999873e-01,6.639136904760000180e-01
4.465020576130000057e-02,4.403292181070000283e-02,8.271604938269999652e-02,1.925925925920000115e-01,1.572016460910000135e-01,1.623456790120000048e-01,1.565843621399999885e-01,1.744855967080000125e-01,8.333333333329999426e-02,1.707818930040000127e-01,2.888888888889999951e-01,3.022633744850000137e-01
1.378401360540000009e-01,2.482993197280000119e-01,4.763605442180000038e-01,6.726190476190000433e-01,8.721938775519999520e-01,8.971088435380000226e-01,9.039115646259999748e-01,7.380952380949999947e-01,6.697278911559999548e-01,6.851190476189999989e-01,7.116496598639999727e-01,6.835884353740000474e-01
3.173809523810000033e-01,3.992857142860000152e-01,4.626190476190000234e-01,5.698809523810000055e-01,7.127380952380000245e-01,9.309523809519999471e-01,9.651190476190000256e-01,1.062023809520000084e+00,1.145000000000000018e+00,1.106309523810000028e+00,1.289285714290000051e+00,1.280833333329999935e+00
1.907738095239999987e-01,3.686011904759999847e-01,5.453869047620000243e-01,5.877976190479999863e-01,6.568452380949999503e-01,7.264880952379999535e-01,7.034226190479999641e-01,6.778273809520000137e-01,5.758928571429999810e-01,5.313988095239999820e-01,6.025297619049999609e-01,5.034226190480000085e-01
4.186224489800000059e-01,6.119047619049999831e-01,7.758503401359999607e-01,8.818027210890000411e-01,9.625000000000000222e-01,1.009183673469999931e+00,1.007653061220000090e+00,9.087585034020000396e-01,6.460034013609999848e-01,6.143707482989999580e-01,7.081632653060000449e-01,6.494897959180000457e-01
2.826636904759999847e-01,5.870535714290000540e-01,7.815476190479999641e-01,8.638392857140000380e-01,8.085565476189999767e-01,7.437500000000000222e-01,6.988095238100000550e-01,6.479910714290000318e-01,5.704613095239999820e-01,4.549107142859999953e-01,4.948660714290000207e-01,4.985119047620000243e-01
1.998511904760000013e-01,5.703869047620000465e-01,8.315476190480000085e-01,9.541666666670000074e-01,9.348214285720000127e-01,8.278273809520000359e-01,7.889880952379999535e-01,7.434523809519999471e-01,6.205357142859999620e-01,4.955357142860000175e-01,5.016369047619999577e-01,6.020833333330000148e-01
2.159013605439999983e-01,3.426020408159999864e-01,4.338435374149999801e-01,5.224489795919999846e-01,5.060374149659999654e-01,5.202380952380000201e-01,5.084183673469999665e-01,5.088435374149999912e-01,4.459183673470000220e-01,4.387755102040000188e-01,4.308673469389999733e-01,3.704931972789999861e-01
3.579931972790000028e-02,9.778911564620000607e-02,1.704081632649999956e-01,2.172619047619999966e-01,2.559523809520000137e-01,2.523809523810000011e-01,2.591836734690000088e-01,2.709183673469999776e-01,2.340986394560000128e-01,1.911564625849999921e-01,1.889455782309999998e-01,1.281462585029999879e-01
5.535714285710000016e-02,1.471230158730000015e-01,3.150793650789999734e-01,4.628968253970000002e-01,6.594246031749999570e-01,6.857142857139999492e-01,5.615079365080000162e-01,4.733134920639999743e-01,4.578373015869999785e-01,6.134920634920000282e-01,7.704365079360000479e-01,9.156746031750000459e-01
3.940476190480000224e-02,1.144047619049999992e-01,1.276190476190000034e-01,2.708333333330000259e-01,4.794047619049999764e-01,7.159523809519999782e-01,6.628571428570000368e-01,4.934523809520000026e-01,3.689285714289999851e-01,4.823809523809999833e-01,7.371428571429999854e-01,1.002619047620000092e+00
1.785714285710000024e-03,2.991071428569999982e-02,1.674107142859999897e-01,3.203869047619999910e-01,3.040178571430000032e-01,3.321428571430000143e-01,3.959821428570000079e-01,2.196428571429999976e-01,8.229166666670000019e-02,5.758928571429999810e-02,3.154761904759999930e-02,1.696428571430000018e-02
1.023065476190000017e-01,1.935639880950000002e-01,4.459077380950000058e-01,7.228050595239999820e-01,8.560639880949999503e-01,9.212053571430000032e-01,8.420014880949999725e-01,7.319196428569999524e-01,6.726190476190000433e-01,7.589285714290000540e-01,9.515252976189999545e-01,1.037872023810000099e+00
1.860119047619999966e-02,5.699404761909999950e-02,1.680059523809999955e-01,4.223214285710000238e-01,5.611607142860000064e-01,5.837797619050000275e-01,4.171130952379999979e-01,4.464285714289999998e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.252976190479999752e-01,8.145833333330000370e-01
2.929315476189999767e-01,4.862351190479999863e-01,5.722470238100000328e-01,5.382440476190000211e-01,5.520089285710000349e-01,5.694196428569999746e-01,5.528273809520000137e-01,4.459821428569999968e-01,3.764880952379999757e-01,4.462053571430000254e-01,6.626488095239999598e-01,8.017857142859999842e-01
3.382936507939999782e-01,4.728174603170000045e-01,5.851190476190000211e-01,6.769841269840000120e-01,6.775793650789999623e-01,6.426587301580000133e-01,5.474206349200000377e-01,4.976190476189999989e-01,5.210317460319999761e-01,4.978174603170000267e-01,7.488095238090000105e-01,9.378968253970000335e-01
4.674107142860000064e-01,8.325892857140000380e-01,1.006547619050000009e+00,1.030208333330000059e+00,1.098958333329999926e+00,9.555059523810000011e-01,8.465773809519999693e-01,8.052083333330000148e-01,7.046130952379999757e-01,6.586309523810000011e-01,7.180059523809999567e-01,7.785714285710000349e-01
2.784391534389999978e-01,5.039021164019999999e-01,6.829365079370000036e-01,7.380291005289999484e-01,7.197089947089999606e-01,7.125661375659999575e-01,7.003968253969999891e-01,6.440476190480000085e-01,5.867063492059999552e-01,4.744708994710000183e-01,4.475529100530000193e-01,4.574735449730000236e-01
1.930555555550000080e-01,3.149470899469999918e-01,4.405423280419999976e-01,4.786375661369999812e-01,4.806878306879999729e-01,4.904761904759999958e-01,4.569444444440000086e-01,4.162698412699999961e-01,3.425264550259999874e-01,3.923280423280000040e-01,4.973544973540000025e-01,6.012566137570000135e-01
3.045238095239999887e-01,4.182142857139999892e-01,4.665476190480000174e-01,4.722619047619999733e-01,4.819047619049999787e-01,4.583333333330000259e-01,4.314285714289999851e-01,5.179761904759999647e-01,4.840476190479999774e-01,5.160714285709999682e-01,5.838095238099999529e-01,6.872619047619999977e-01
2.974206349210000155e-01,3.877976190479999752e-01,5.106150793649999464e-01,5.393849206349999870e-01,6.234126984129999549e-01,6.331349206349999870e-01,4.842261904760000180e-01,4.058531746030000220e-01,3.108134920639999965e-01,3.476190476189999767e-01,4.794642857140000158e-01,5.306547619050000497e-01
2.544413919410000169e-01,3.789835164829999936e-01,4.728479853479999884e-01,5.303571428569999746e-01,4.954670329670000095e-01,4.586538461540000111e-01,4.182692307690000222e-01,3.811355311349999830e-01,3.607142857139999936e-01,3.462454212450000179e-01,3.772435897429999851e-01,4.053113553109999878e-01
