Start Date: 05/08/2016 00:00:00 Pacific Daylight Time,,,
End Date: 05/15/2016 00:00:00 Pacific Daylight Time,,,
Reporting interval: 15 minutes,,,
,,,
Results for Sensor Zone '8_1' in AP: 'apeg226',,,
Time,Occup (%),Volume,Median Speed (mph)
05/10/2016 01:30:00 PDT,0.14,3,0
05/10/2016 01:45:00 PDT,0.18,5,0
05/10/2016 02:00:00 PDT,0.21,5,0
05/10/2016 02:15:00 PDT,0.02,1,0
05/10/2016 02:30:00 PDT,0.52,8,0
05/10/2016 02:45:00 PDT,0.18,5,0
05/10/2016 03:00:00 PDT,0.05,1,0
05/10/2016 03:15:00 PDT,0.31,6,0
05/10/2016 03:30:00 PDT,0.2,4,0
05/10/2016 03:45:00 PDT,0.66,14,0
05/10/2016 04:00:00 PDT,0.75,13,0
05/10/2016 04:15:00 PDT,1.32,20,0
05/10/2016 04:30:00 PDT,1.17,26,0
05/10/2016 04:45:00 PDT,2.01,44,0
05/10/2016 05:00:00 PDT,1.16,29,0
05/10/2016 05:15:00 PDT,2.34,54,0
05/10/2016 05:30:00 PDT,4.22,90,0
05/10/2016 05:45:00 PDT,5.26,102,0
05/10/2016 06:00:00 PDT,4.24,88,0
05/10/2016 06:15:00 PDT,6.81,125,0
05/10/2016 06:30:00 PDT,7.07,126,0
05/10/2016 06:45:00 PDT,7.42,123,0
05/10/2016 07:00:00 PDT,8.92,122,0
05/10/2016 07:15:00 PDT,6.78,106,0
05/10/2016 07:30:00 PDT,6.71,109,0
05/10/2016 07:45:00 PDT,8.46,124,0
05/10/2016 08:00:00 PDT,9.38,127,0
05/10/2016 08:15:00 PDT,7.4,112,0
05/10/2016 08:30:00 PDT,8.76,117,0
05/10/2016 08:45:00 PDT,10.5,128,0
05/10/2016 09:00:00 PDT,10.81,137,0
05/10/2016 09:15:00 PDT,9.18,125,0
05/10/2016 09:30:00 PDT,7.37,107,0
05/10/2016 09:45:00 PDT,6.43,96,0
05/10/2016 10:00:00 PDT,4.48,77,0
05/10/2016 10:15:00 PDT,6.51,108,0
05/10/2016 10:30:00 PDT,6.92,98,0
05/10/2016 10:45:00 PDT,6.98,95,0
05/10/2016 11:00:00 PDT,5.71,103,0
05/10/2016 11:15:00 PDT,6.27,94,0
05/10/2016 11:30:00 PDT,4.86,81,0
05/10/2016 11:45:00 PDT,7.82,102,0
05/10/2016 12:00:00 PDT,5.82,97,0
05/10/2016 12:15:00 PDT,5.78,84,0
05/10/2016 12:30:00 PDT,4.58,74,0
05/10/2016 12:45:00 PDT,4.25,64,0
05/10/2016 13:00:00 PDT,4.91,74,0
05/10/2016 13:15:00 PDT,5.99,87,0
05/10/2016 13:30:00 PDT,3.97,67,0
05/10/2016 13:45:00 PDT,5.69,102,0
05/10/2016 14:00:00 PDT,4.34,75,0
05/10/2016 14:15:00 PDT,5.35,91,0
05/10/2016 14:30:00 PDT,4.87,85,0
05/10/2016 14:45:00 PDT,5.44,92,0
05/10/2016 15:00:00 PDT,4.17,80,0
05/10/2016 15:15:00 PDT,4.02,77,0
05/10/2016 15:30:00 PDT,5.06,95,0
05/10/2016 15:45:00 PDT,5.5,104,0
05/10/2016 16:00:00 PDT,6.45,119,0
05/10/2016 16:15:00 PDT,6.07,110,0
05/10/2016 16:30:00 PDT,6.06,116,0
05/10/2016 16:45:00 PDT,6.69,121,0
05/10/2016 17:00:00 PDT,6.01,105,0
05/10/2016 17:15:00 PDT,6.95,118,0
05/10/2016 17:30:00 PDT,5.1,92,0
05/10/2016 17:45:00 PDT,5.92,105,0
05/10/2016 18:00:00 PDT,4.91,85,0
05/10/2016 18:15:00 PDT,5.41,103,0
05/10/2016 18:30:00 PDT,4.07,77,0
05/10/2016 18:45:00 PDT,4.84,92,0
05/10/2016 19:00:00 PDT,3.86,73,0
05/10/2016 19:15:00 PDT,18.39,53,0
05/10/2016 19:30:00 PDT,2.99,53,0
05/10/2016 19:45:00 PDT,2.51,49,0
05/10/2016 20:00:00 PDT,2.68,51,0
05/10/2016 20:15:00 PDT,2.17,43,0
05/10/2016 20:30:00 PDT,2.8,52,0
05/10/2016 20:45:00 PDT,2.82,54,0
05/10/2016 21:00:00 PDT,2.42,47,0
05/10/2016 21:15:00 PDT,3.21,66,0
05/10/2016 21:30:00 PDT,2.81,52,0
05/10/2016 21:45:00 PDT,2.02,40,0
05/10/2016 22:00:00 PDT,3.32,67,0
05/10/2016 22:15:00 PDT,2.53,56,0
05/10/2016 22:30:00 PDT,2.78,55,0
05/10/2016 22:45:00 PDT,1.77,36,0
05/10/2016 23:00:00 PDT,1.59,31,0
05/10/2016 23:15:00 PDT,1.35,27,0
05/10/2016 23:30:00 PDT,0.68,15,0
05/10/2016 23:45:00 PDT,0.85,16,0
05/11/2016 00:00:00 PDT,0.33,7,0
05/11/2016 00:15:00 PDT,0.69,13,0
05/11/2016 00:30:00 PDT,0.41,8,0
05/11/2016 00:45:00 PDT,0.23,5,0
05/11/2016 01:00:00 PDT,0.16,4,0
05/11/2016 01:15:00 PDT,0.28,5,0
05/11/2016 01:30:00 PDT,0.21,5,0
05/11/2016 01:45:00 PDT,0.24,6,0
05/11/2016 02:00:00 PDT,0.64,6,0
05/11/2016 02:15:00 PDT,0.03,1,0
05/11/2016 02:30:00 PDT,0.09,3,0
05/11/2016 02:45:00 PDT,0.51,7,0
05/11/2016 03:00:00 PDT,0.2,5,0
05/11/2016 03:15:00 PDT,0.64,9,0
05/11/2016 03:30:00 PDT,0.29,6,0
05/11/2016 03:45:00 PDT,0.72,14,0
05/11/2016 04:00:00 PDT,0.51,12,0
05/11/2016 04:15:00 PDT,0.74,14,0
05/11/2016 04:30:00 PDT,1.1,28,0
05/11/2016 04:45:00 PDT,1.9,43,0
05/11/2016 05:00:00 PDT,2.43,44,0
05/11/2016 05:15:00 PDT,2.6,62,0
05/11/2016 05:30:00 PDT,3.68,74,0
05/11/2016 05:45:00 PDT,4.58,95,0
05/11/2016 06:00:00 PDT,4.11,80,0
05/11/2016 06:15:00 PDT,5.59,111,0
05/11/2016 06:30:00 PDT,6.5,125,0
05/11/2016 06:45:00 PDT,6.62,120,0
05/11/2016 07:00:00 PDT,7.45,135,0
05/11/2016 07:15:00 PDT,6.93,127,0
05/11/2016 07:30:00 PDT,8.5,116,0
05/11/2016 07:45:00 PDT,11.55,130,0
05/11/2016 08:00:00 PDT,8.08,104,0
05/11/2016 08:15:00 PDT,8.29,127,0
05/11/2016 08:30:00 PDT,8.06,129,0
05/11/2016 08:45:00 PDT,8.99,128,0
05/11/2016 09:00:00 PDT,7.93,126,0
05/11/2016 09:15:00 PDT,8.17,121,0
05/11/2016 09:30:00 PDT,8.25,118,0
05/11/2016 09:45:00 PDT,9.13,127,0
05/11/2016 10:00:00 PDT,6.47,96,0
05/11/2016 10:15:00 PDT,7.54,118,0
05/11/2016 10:30:00 PDT,5.05,89,0
05/11/2016 10:45:00 PDT,7.77,93,0
05/11/2016 11:00:00 PDT,6.34,104,0
05/11/2016 11:15:00 PDT,4.46,70,0
05/11/2016 11:30:00 PDT,5.28,91,0
05/11/2016 11:45:00 PDT,6.05,91,0
05/11/2016 12:00:00 PDT,5.09,76,0
05/11/2016 12:15:00 PDT,3.89,67,0
05/11/2016 12:30:00 PDT,4.82,78,0
05/11/2016 12:45:00 PDT,5.81,82,0
05/11/2016 13:00:00 PDT,4.34,69,0
05/11/2016 13:15:00 PDT,4.82,65,0
05/11/2016 13:30:00 PDT,7.16,86,0
05/11/2016 13:45:00 PDT,2.28,38,0
05/11/2016 14:00:00 PDT,4.69,77,0
05/11/2016 14:15:00 PDT,4.35,67,0
05/11/2016 14:30:00 PDT,5.46,93,0
05/11/2016 14:45:00 PDT,3.75,71,0
05/11/2016 15:00:00 PDT,3.92,72,0
05/11/2016 15:15:00 PDT,6.59,114,0
05/11/2016 15:30:00 PDT,5.18,100,0
05/11/2016 15:45:00 PDT,6.07,111,0
05/11/2016 16:00:00 PDT,5.06,93,0
05/11/2016 16:15:00 PDT,5.9,100,0
05/11/2016 16:30:00 PDT,5.4,99,0
05/11/2016 16:45:00 PDT,5.32,99,0
05/11/2016 17:00:00 PDT,7.2,91,0
05/11/2016 17:15:00 PDT,7.22,89,0
05/11/2016 17:30:00 PDT,6.52,111,0
05/11/2016 17:45:00 PDT,10.36,127,0
05/11/2016 18:00:00 PDT,6.64,112,0
05/11/2016 18:15:00 PDT,6.15,109,0
05/11/2016 18:30:00 PDT,4.82,92,0
05/11/2016 18:45:00 PDT,5.06,90,0
05/11/2016 19:00:00 PDT,4.1,81,0
05/11/2016 19:15:00 PDT,3.85,77,0
05/11/2016 19:30:00 PDT,2.96,61,0
05/11/2016 19:45:00 PDT,3.52,70,0
05/11/2016 20:00:00 PDT,29.68,34,0
05/11/2016 20:15:00 PDT,3.51,72,0
05/11/2016 20:30:00 PDT,3.57,64,0
05/11/2016 20:45:00 PDT,1.86,36,0
05/11/2016 21:00:00 PDT,3.72,67,0
05/11/2016 21:15:00 PDT,3.31,61,0
05/11/2016 21:30:00 PDT,2.94,52,0
05/11/2016 21:45:00 PDT,2.32,45,0
05/11/2016 22:00:00 PDT,2.36,51,0
05/11/2016 22:15:00 PDT,2.49,46,0
05/11/2016 22:30:00 PDT,2.39,46,0
05/11/2016 22:45:00 PDT,1.62,36,0
05/11/2016 23:00:00 PDT,1.52,29,0
05/11/2016 23:15:00 PDT,0.87,16,0
05/11/2016 23:30:00 PDT,0.81,17,0
05/11/2016 23:45:00 PDT,0.63,10,0
05/12/2016 00:00:00 PDT,0.31,7,0
05/12/2016 00:15:00 PDT,0.42,9,0
05/12/2016 00:30:00 PDT,0.35,7,0
05/12/2016 00:45:00 PDT,0.18,3,0
05/12/2016 01:00:00 PDT,0.11,3,0
05/12/2016 01:15:00 PDT,0.24,6,0
05/12/2016 01:30:00 PDT,0.17,3,0
05/12/2016 01:45:00 PDT,0.24,5,0
05/12/2016 02:00:00 PDT,0.1,2,0
05/12/2016 02:15:00 PDT,0.19,4,0
05/12/2016 02:30:00 PDT,0.29,8,0
05/12/2016 02:45:00 PDT,0.2,6,0
05/12/2016 03:00:00 PDT,0.04,1,0
05/12/2016 03:15:00 PDT,0.28,5,0
05/12/2016 03:30:00 PDT,0.21,4,0
05/12/2016 03:45:00 PDT,0.72,16,0
05/12/2016 04:00:00 PDT,0.59,14,0
05/12/2016 04:15:00 PDT,0.6,16,0
05/12/2016 04:30:00 PDT,1.41,34,0
05/12/2016 04:45:00 PDT,1.28,28,0
05/12/2016 05:00:00 PDT,1.59,36,0
05/12/2016 05:15:00 PDT,2.52,58,0
05/12/2016 05:30:00 PDT,4.22,91,0
05/12/2016 05:45:00 PDT,5.84,115,0
05/12/2016 06:00:00 PDT,5.51,104,0
05/12/2016 06:15:00 PDT,6.32,125,0
05/12/2016 06:30:00 PDT,6.72,120,0
05/12/2016 06:45:00 PDT,6.54,116,0
05/12/2016 07:00:00 PDT,6.87,133,0
05/12/2016 07:15:00 PDT,7.27,120,0
05/12/2016 07:30:00 PDT,6.64,114,0
05/12/2016 07:45:00 PDT,7.18,121,0
05/12/2016 08:00:00 PDT,8.19,122,0
05/12/2016 08:15:00 PDT,9.2,132,0
05/12/2016 08:30:00 PDT,9.4,121,0
05/12/2016 08:45:00 PDT,7.34,125,0
05/12/2016 09:00:00 PDT,7.25,106,0
05/12/2016 09:15:00 PDT,8.91,125,0
05/12/2016 09:30:00 PDT,7.97,108,0
05/12/2016 09:45:00 PDT,6.55,102,0
05/12/2016 10:00:00 PDT,7.16,107,0
05/12/2016 10:15:00 PDT,7.19,115,0
05/12/2016 10:30:00 PDT,5.66,101,0
05/12/2016 10:45:00 PDT,6.51,89,0
05/12/2016 11:00:00 PDT,6.01,92,0
05/12/2016 11:15:00 PDT,7.26,106,0
05/12/2016 11:30:00 PDT,6.91,96,0
05/12/2016 11:45:00 PDT,5.84,85,0
05/12/2016 12:00:00 PDT,7.73,94,0
05/12/2016 12:15:00 PDT,6.64,100,0
05/12/2016 12:30:00 PDT,7.16,90,0
05/12/2016 12:45:00 PDT,7.69,107,0
05/12/2016 13:00:00 PDT,5.85,98,0
05/12/2016 13:15:00 PDT,4.17,67,0
05/12/2016 13:30:00 PDT,4.78,90,0
05/12/2016 13:45:00 PDT,5.25,89,0
05/12/2016 14:00:00 PDT,5.49,95,0
05/12/2016 14:15:00 PDT,6.55,98,0
05/12/2016 14:30:00 PDT,4.76,85,0
05/12/2016 14:45:00 PDT,6.59,109,0
05/12/2016 15:00:00 PDT,6.45,107,0
05/12/2016 15:15:00 PDT,5.84,107,0
05/12/2016 15:30:00 PDT,5.03,93,0
05/12/2016 15:45:00 PDT,5.72,96,0
05/12/2016 16:00:00 PDT,5.6,95,0
05/12/2016 16:15:00 PDT,5.68,113,0
05/12/2016 16:30:00 PDT,6.77,118,0
05/12/2016 16:45:00 PDT,6.38,116,0
05/12/2016 17:00:00 PDT,5.57,96,0
05/12/2016 17:15:00 PDT,7.06,120,0
05/12/2016 17:30:00 PDT,8.86,117,0
05/12/2016 17:45:00 PDT,7.17,117,0
05/12/2016 18:00:00 PDT,6.13,104,0
05/12/2016 18:15:00 PDT,6.6,102,0
05/12/2016 18:30:00 PDT,5.38,92,0
05/12/2016 18:45:00 PDT,4.86,93,0
05/12/2016 19:00:00 PDT,3.98,72,0
05/12/2016 19:15:00 PDT,3.53,64,0
05/12/2016 19:30:00 PDT,3.68,63,0
05/12/2016 19:45:00 PDT,2.7,52,0
05/12/2016 20:00:00 PDT,3.27,56,0
05/12/2016 20:15:00 PDT,3.77,73,0
05/12/2016 20:30:00 PDT,3.64,66,0
05/12/2016 20:45:00 PDT,3.83,63,0
05/12/2016 21:00:00 PDT,3.13,62,0
05/12/2016 21:15:00 PDT,3.58,69,0
05/12/2016 21:30:00 PDT,2.54,50,0
05/12/2016 21:45:00 PDT,2.18,41,0
05/12/2016 22:00:00 PDT,2.78,51,0
05/12/2016 22:15:00 PDT,1.76,37,0
05/12/2016 22:30:00 PDT,2.5,49,0
05/12/2016 22:45:00 PDT,1.61,35,0
05/12/2016 23:00:00 PDT,1.01,24,0
05/12/2016 23:15:00 PDT,0.98,19,0
05/12/2016 23:30:00 PDT,0.84,20,0
05/12/2016 23:45:00 PDT,0.57,12,0
05/13/2016 00:00:00 PDT,0.86,15,0
05/13/2016 00:15:00 PDT,0.31,7,0
05/13/2016 00:30:00 PDT,0.44,10,0
05/13/2016 00:45:00 PDT,0.27,6,0
05/13/2016 01:00:00 PDT,0.34,7,0
05/13/2016 01:15:00 PDT,0.22,5,0
05/13/2016 01:30:00 PDT,0.33,7,0
05/13/2016 01:45:00 PDT,0.09,3,0
05/13/2016 02:00:00 PDT,0.28,6,0
05/13/2016 02:15:00 PDT,0.47,10,0
05/13/2016 02:30:00 PDT,0.26,5,0
05/13/2016 02:45:00 PDT,0.24,7,0
05/13/2016 03:00:00 PDT,0.21,4,0
05/13/2016 03:15:00 PDT,0.33,8,0
05/13/2016 03:30:00 PDT,0.26,4,0
05/13/2016 03:45:00 PDT,0.41,7,0
05/13/2016 04:00:00 PDT,0.33,7,0
05/13/2016 04:15:00 PDT,0.66,16,0
05/13/2016 04:30:00 PDT,1.36,36,0
05/13/2016 04:45:00 PDT,1.75,39,0
05/13/2016 05:00:00 PDT,1.75,40,0
05/13/2016 05:15:00 PDT,2.56,61,0
05/13/2016 05:30:00 PDT,5.38,98,0
05/13/2016 05:45:00 PDT,5.37,105,0
05/13/2016 06:00:00 PDT,5.07,99,0
05/13/2016 06:15:00 PDT,6.22,119,0
05/13/2016 06:30:00 PDT,6.71,119,0
05/13/2016 06:45:00 PDT,6.88,127,0
05/13/2016 07:00:00 PDT,8.88,129,0
05/13/2016 07:15:00 PDT,6.43,117,0
05/13/2016 07:30:00 PDT,8.74,136,0
05/13/2016 07:45:00 PDT,7.52,127,0
05/13/2016 08:00:00 PDT,8.39,109,0
05/13/2016 08:15:00 PDT,9.53,122,0
05/13/2016 08:30:00 PDT,8.91,134,0
05/13/2016 08:45:00 PDT,8.74,120,0
05/13/2016 09:00:00 PDT,10.14,141,0
05/13/2016 09:15:00 PDT,6.52,105,0
05/13/2016 09:30:00 PDT,7.28,105,0
05/13/2016 09:45:00 PDT,7.17,111,0
05/13/2016 10:00:00 PDT,7.59,99,0
05/13/2016 10:15:00 PDT,8.23,111,0
05/13/2016 10:30:00 PDT,6.65,98,0
05/13/2016 10:45:00 PDT,5.93,101,0
05/13/2016 11:00:00 PDT,4.84,81,0
05/13/2016 11:15:00 PDT,6.19,109,0
05/13/2016 11:30:00 PDT,6,93,0
05/13/2016 11:45:00 PDT,5.48,89,0
05/13/2016 12:00:00 PDT,5.77,90,0
05/13/2016 12:15:00 PDT,6.76,106,0
05/13/2016 12:30:00 PDT,5.82,78,0
05/13/2016 12:45:00 PDT,6.08,97,0
05/13/2016 13:00:00 PDT,5.24,87,0
05/13/2016 13:15:00 PDT,7,94,0
05/13/2016 13:30:00 PDT,5.29,91,0
05/13/2016 13:45:00 PDT,7.33,105,0
05/13/2016 14:00:00 PDT,6.07,99,0
05/13/2016 14:15:00 PDT,6.74,105,0
05/13/2016 14:30:00 PDT,5.88,94,0
05/13/2016 14:45:00 PDT,5.97,95,0
05/13/2016 15:00:00 PDT,4.77,94,0
05/13/2016 15:15:00 PDT,6.07,103,0
05/13/2016 15:30:00 PDT,4.89,89,0
05/13/2016 15:45:00 PDT,5.45,104,0
05/13/2016 16:00:00 PDT,5.63,104,0
05/13/2016 16:15:00 PDT,6.84,114,0
05/13/2016 16:30:00 PDT,6.2,113,0
05/13/2016 16:45:00 PDT,5.59,102,0
05/13/2016 17:00:00 PDT,5.4,96,0
05/13/2016 17:15:00 PDT,5.31,96,0
