Start Date: 05/29/2016 00:00:00 Pacific Daylight Time,,,
End Date: 06/05/2016 00:00:00 Pacific Daylight Time,,,
Reporting interval: 15 minutes,,,
,,,
Results for Sensor Zone '8_1' in AP: 'apeg226',,,
Time,Occup (%),Volume,Median Speed (mph)
05/29/2016 00:00:00 PDT,0.96,20,0
05/29/2016 00:15:00 PDT,0.79,17,0
05/29/2016 00:30:00 PDT,0.75,12,0
05/29/2016 00:45:00 PDT,2.56,9,0
05/29/2016 01:00:00 PDT,0.55,11,0
05/29/2016 01:15:00 PDT,0.26,6,0
05/29/2016 01:30:00 PDT,0.44,9,0
05/29/2016 01:45:00 PDT,0.5,11,0
05/29/2016 02:00:00 PDT,0.58,12,0
05/29/2016 02:15:00 PDT,0.77,14,0
05/29/2016 02:30:00 PDT,0.44,8,0
05/29/2016 02:45:00 PDT,0.64,13,0
05/29/2016 03:00:00 PDT,0.41,10,0
05/29/2016 03:15:00 PDT,0.2,4,0
05/29/2016 03:30:00 PDT,0.26,6,0
05/29/2016 03:45:00 PDT,0.3,6,0
05/29/2016 04:00:00 PDT,0.33,6,0
05/29/2016 04:15:00 PDT,0.39,8,0
05/29/2016 04:30:00 PDT,0.23,4,0
05/29/2016 04:45:00 PDT,0.11,3,0
05/29/2016 05:00:00 PDT,0.4,10,0
05/29/2016 05:15:00 PDT,0.81,18,0
05/29/2016 05:30:00 PDT,1.03,25,0
05/29/2016 05:45:00 PDT,1.02,22,0
05/29/2016 06:00:00 PDT,0.6,14,0
05/29/2016 06:15:00 PDT,1.82,40,0
05/29/2016 06:30:00 PDT,2.47,52,0
05/29/2016 06:45:00 PDT,1.45,28,0
05/29/2016 07:00:00 PDT,1.97,39,0
05/29/2016 07:15:00 PDT,1.5,27,0
05/29/2016 07:30:00 PDT,1.74,32,0
05/29/2016 07:45:00 PDT,2.23,47,0
05/29/2016 08:00:00 PDT,1.48,28,0
05/29/2016 08:15:00 PDT,2.66,51,0
05/29/2016 08:30:00 PDT,3.8,68,0
05/29/2016 08:45:00 PDT,3.56,63,0
05/29/2016 09:00:00 PDT,2.1,39,0
05/29/2016 09:15:00 PDT,3.16,55,0
05/29/2016 09:30:00 PDT,3.35,61,0
05/29/2016 09:45:00 PDT,3.65,63,0
05/29/2016 10:00:00 PDT,2.14,39,0
05/29/2016 10:15:00 PDT,2.27,35,0
05/29/2016 10:30:00 PDT,5.68,100,0
05/29/2016 10:45:00 PDT,6.59,112,0
05/29/2016 11:00:00 PDT,5.86,105,0
05/29/2016 11:15:00 PDT,5.22,88,0
05/29/2016 11:30:00 PDT,5.25,82,0
05/29/2016 11:45:00 PDT,5.81,78,0
05/29/2016 12:00:00 PDT,3.98,68,0
05/29/2016 12:15:00 PDT,4.95,81,0
05/29/2016 12:30:00 PDT,4.88,82,0
05/29/2016 12:45:00 PDT,6.56,82,0
05/29/2016 13:00:00 PDT,5.81,98,0
05/29/2016 13:15:00 PDT,6.62,107,0
05/29/2016 13:30:00 PDT,5.46,87,0
05/29/2016 13:45:00 PDT,3.88,68,0
05/29/2016 14:00:00 PDT,4.95,82,0
05/29/2016 14:15:00 PDT,5.46,93,0
05/29/2016 14:30:00 PDT,3.48,62,0
05/29/2016 14:45:00 PDT,4.81,86,0
05/29/2016 15:00:00 PDT,4.65,82,0
