Start Date: 05/22/2016 00:00:00 Pacific Daylight Time,,,
End Date: 05/29/2016 00:00:00 Pacific Daylight Time,,,
Reporting interval: 15 minutes,,,
,,,
Results for Sensor Zone '8_1' in AP: 'apeg226',,,
Time,Occup (%),Volume,Median Speed (mph)
05/22/2016 00:00:00 PDT,1.61,27,0
05/22/2016 00:15:00 PDT,1.16,21,0
05/22/2016 00:30:00 PDT,0.82,17,0
05/22/2016 00:45:00 PDT,0.39,9,0
05/22/2016 01:00:00 PDT,0.64,11,0
05/22/2016 01:15:00 PDT,1.08,21,0
05/22/2016 01:30:00 PDT,0.62,14,0
05/22/2016 01:45:00 PDT,0.45,9,0
05/22/2016 02:00:00 PDT,0.75,15,0
05/22/2016 02:15:00 PDT,0.64,14,0
05/22/2016 02:30:00 PDT,0.65,13,0
05/22/2016 02:45:00 PDT,0.3,8,0
05/22/2016 03:00:00 PDT,0.28,4,0
05/22/2016 03:15:00 PDT,0.22,4,0
05/22/2016 03:30:00 PDT,0.17,4,0
05/22/2016 03:45:00 PDT,0.47,9,0
05/22/2016 04:00:00 PDT,0.18,5,0
05/22/2016 04:15:00 PDT,0.24,6,0
05/22/2016 04:30:00 PDT,0.27,5,0
05/22/2016 04:45:00 PDT,0.25,8,0
05/22/2016 05:00:00 PDT,0.17,5,0
05/22/2016 05:15:00 PDT,0.81,18,0
05/22/2016 05:30:00 PDT,0.87,18,0
05/22/2016 05:45:00 PDT,0.78,19,0
05/22/2016 06:00:00 PDT,0.72,16,0
05/22/2016 06:15:00 PDT,1.87,39,0
05/22/2016 06:30:00 PDT,2.19,41,0
05/22/2016 06:45:00 PDT,1.55,34,0
05/22/2016 07:00:00 PDT,1.04,24,0
05/22/2016 07:15:00 PDT,1.41,29,0
05/22/2016 07:30:00 PDT,1.82,35,0
05/22/2016 07:45:00 PDT,1.53,27,0
05/22/2016 08:00:00 PDT,2.5,35,0
05/22/2016 08:15:00 PDT,3.57,60,0
05/22/2016 08:30:00 PDT,2.85,52,0
05/22/2016 08:45:00 PDT,2.97,53,0
05/22/2016 09:00:00 PDT,2.18,38,0
05/22/2016 09:15:00 PDT,2.88,56,0
05/22/2016 09:30:00 PDT,3.82,66,0
05/22/2016 09:45:00 PDT,3.63,72,0
05/22/2016 10:00:00 PDT,3.56,66,0
05/22/2016 10:15:00 PDT,4.84,84,0
05/22/2016 10:30:00 PDT,4.87,86,0
05/22/2016 10:45:00 PDT,5.81,98,0
05/22/2016 11:00:00 PDT,8.47,99,0
05/22/2016 11:15:00 PDT,5.55,91,0
05/22/2016 11:30:00 PDT,5.73,90,0
05/22/2016 11:45:00 PDT,7.7,116,0
05/22/2016 12:00:00 PDT,5.39,90,0
05/22/2016 12:15:00 PDT,4.46,70,0
05/22/2016 12:30:00 PDT,2.47,41,0
05/22/2016 12:45:00 PDT,5.46,88,0
05/22/2016 13:00:00 PDT,6.44,92,0
05/22/2016 13:15:00 PDT,6.17,99,0
05/22/2016 13:30:00 PDT,5.47,94,0
05/22/2016 13:45:00 PDT,5.35,93,0
05/22/2016 14:00:00 PDT,4.94,85,0
05/22/2016 14:15:00 PDT,5.49,95,0
05/22/2016 14:30:00 PDT,5.49,91,0
05/22/2016 14:45:00 PDT,6.63,94,0
05/22/2016 15:00:00 PDT,6.12,103,0
05/22/2016 15:15:00 PDT,6.31,102,0
05/22/2016 15:30:00 PDT,4.68,88,0
05/22/2016 15:45:00 PDT,6.77,99,0
05/22/2016 16:00:00 PDT,7.83,89,0
05/22/2016 16:15:00 PDT,4.83,86,0
05/22/2016 16:30:00 PDT,5.28,88,0
05/22/2016 16:45:00 PDT,5.59,98,0
05/22/2016 17:00:00 PDT,5.07,96,0
05/22/2016 17:15:00 PDT,4.85,77,0
05/22/2016 17:30:00 PDT,4.93,77,0
05/22/2016 17:45:00 PDT,5.16,79,0
05/22/2016 18:00:00 PDT,3.98,71,0
05/22/2016 18:15:00 PDT,5.78,91,0
05/22/2016 18:30:00 PDT,3.63,69,0
05/22/2016 18:45:00 PDT,3.09,56,0
05/22/2016 19:00:00 PDT,3.95,69,0
05/22/2016 19:15:00 PDT,2.2,43,0
05/22/2016 19:30:00 PDT,3,56,0
05/22/2016 19:45:00 PDT,3.25,62,0
05/22/2016 20:00:00 PDT,2.84,44,0
05/22/2016 20:15:00 PDT,3.22,60,0
05/22/2016 20:30:00 PDT,2.35,48,0
05/22/2016 20:45:00 PDT,1.78,37,0
05/22/2016 21:00:00 PDT,2.83,57,0
05/22/2016 21:15:00 PDT,2.09,44,0
05/22/2016 21:30:00 PDT,1.97,39,0
05/22/2016 21:45:00 PDT,2.36,46,0
05/22/2016 22:00:00 PDT,2.26,42,0
05/22/2016 22:15:00 PDT,1.76,33,0
05/22/2016 22:30:00 PDT,2.18,47,0
05/22/2016 22:45:00 PDT,1.74,33,0
05/22/2016 23:00:00 PDT,0.3,6,0
05/22/2016 23:15:00 PDT,20.18,10,0
05/22/2016 23:30:00 PDT,0.92,19,0
05/22/2016 23:45:00 PDT,0.78,17,0
05/23/2016 00:00:00 PDT,0.44,10,0
05/23/2016 00:15:00 PDT,0.5,12,0
05/23/2016 00:30:00 PDT,0.74,16,0
05/23/2016 00:45:00 PDT,0.43,9,0
05/23/2016 01:00:00 PDT,0.39,9,0
05/23/2016 01:15:00 PDT,0.3,5,0
05/23/2016 01:30:00 PDT,0.18,3,0
05/23/2016 01:45:00 PDT,0.1,3,0
05/23/2016 02:00:00 PDT,0.27,6,0
05/23/2016 02:15:00 PDT,0.03,1,0
05/23/2016 02:30:00 PDT,0.13,3,0
05/23/2016 02:45:00 PDT,0.37,7,0
05/23/2016 03:00:00 PDT,0.16,3,0
05/23/2016 03:15:00 PDT,0.26,7,0
05/23/2016 03:30:00 PDT,0.49,9,0
05/23/2016 03:45:00 PDT,0.49,11,0
05/23/2016 04:00:00 PDT,0.51,12,0
05/23/2016 04:15:00 PDT,0.59,13,0
05/23/2016 04:30:00 PDT,1.55,35,0
05/23/2016 04:45:00 PDT,1.45,34,0
05/23/2016 05:00:00 PDT,1.86,47,0
05/23/2016 05:15:00 PDT,1.74,40,0
05/23/2016 05:30:00 PDT,4.09,82,0
05/23/2016 05:45:00 PDT,5.61,112,0
05/23/2016 06:00:00 PDT,5.3,108,0
05/23/2016 06:15:00 PDT,6.66,114,0
05/23/2016 06:30:00 PDT,6.92,115,0
05/23/2016 06:45:00 PDT,7.15,126,0
05/23/2016 07:00:00 PDT,7.94,131,0
05/23/2016 07:15:00 PDT,7.33,135,0
05/23/2016 07:30:00 PDT,7.98,115,0
05/23/2016 07:45:00 PDT,7.77,112,0
05/23/2016 08:00:00 PDT,9.32,122,0
05/23/2016 08:15:00 PDT,9.08,116,0
05/23/2016 08:30:00 PDT,8.53,125,0
05/23/2016 08:45:00 PDT,6.7,100,0
05/23/2016 09:00:00 PDT,3.17,6,0
05/23/2016 09:15:00 PDT,7.53,118,0
05/23/2016 09:30:00 PDT,6.59,102,0
05/23/2016 09:45:00 PDT,7.75,108,0
05/23/2016 10:00:00 PDT,6.96,105,0
05/23/2016 10:15:00 PDT,6.35,105,0
05/23/2016 10:30:00 PDT,5.78,95,0
05/23/2016 10:45:00 PDT,5.07,83,0
05/23/2016 11:00:00 PDT,5.89,100,0
05/23/2016 11:15:00 PDT,6.64,98,0
05/23/2016 11:30:00 PDT,5.67,104,0
05/23/2016 11:45:00 PDT,6.17,85,0
05/23/2016 12:00:00 PDT,4.93,78,0
05/23/2016 12:15:00 PDT,5.51,91,0
05/23/2016 12:30:00 PDT,5.03,83,0
05/23/2016 12:45:00 PDT,5.51,79,0
05/23/2016 13:00:00 PDT,4.91,77,0
05/23/2016 13:15:00 PDT,7.48,77,0
05/23/2016 13:30:00 PDT,6.35,107,0
05/23/2016 13:45:00 PDT,5.3,93,0
05/23/2016 14:00:00 PDT,4.58,78,0
05/23/2016 14:15:00 PDT,6.04,108,0
05/23/2016 14:30:00 PDT,4.37,74,0
05/23/2016 14:45:00 PDT,6.13,103,0
05/23/2016 15:00:00 PDT,5.09,92,0
05/23/2016 15:15:00 PDT,5.3,94,0
05/23/2016 15:30:00 PDT,6.16,102,0
05/23/2016 15:45:00 PDT,6.09,106,0
05/23/2016 16:00:00 PDT,7.13,118,0
05/23/2016 16:15:00 PDT,6.3,116,0
05/23/2016 16:30:00 PDT,7.63,129,0
05/23/2016 16:45:00 PDT,7.47,114,0
05/23/2016 17:00:00 PDT,5.28,97,0
05/23/2016 17:15:00 PDT,7.51,117,0
05/23/2016 17:30:00 PDT,8.29,120,0
05/23/2016 17:45:00 PDT,6.01,108,0
05/23/2016 18:00:00 PDT,5.96,101,0
05/23/2016 18:15:00 PDT,6.96,94,0
05/23/2016 18:30:00 PDT,4.34,84,0
05/23/2016 18:45:00 PDT,5.14,98,0
05/23/2016 19:00:00 PDT,3.98,74,0
05/23/2016 19:15:00 PDT,3.21,66,0
